"Fecha"	"Tipo de Contrato"	"MUJER"	"VARON"
"octubre 2008"	"Eventual Tiempo Completo"	1214536.35	1995389.26
"octubre 2008"	"Eventual Tiempo Parcial"	762855.91	400331.74
"octubre 2008"	"Formacion Tiempo Completo"	29846.17	41858.74
"octubre 2008"	"Practicas Tiempo Completo"	41995.61	40488.48
"octubre 2008"	"Practicas Tiempo Parcial"	6878.74	2972.96
"octubre 2008"	"No consta (*)"	515967.22	426938.35
"noviembre 2008"	"Indefinido Tiempo Completo"	2793097.70	4707074.90
"noviembre 2008"	"Indefinido Tiempo Parcial"	871866.25	298704.35
"noviembre 2008"	"Fijos Discontinuos"	164661.15	62875.15
"noviembre 2008"	"Eventual Tiempo Completo"	1166959.75	1894439.75
"noviembre 2008"	"Eventual Tiempo Parcial"	777538.60	409986.65
"noviembre 2008"	"Formacion Tiempo Completo"	29181.15	40345.25
"noviembre 2008"	"Practicas Tiempo Completo"	41258.00	39679.35
"noviembre 2008"	"Practicas Tiempo Parcial"	6936.85	2995.80
"noviembre 2008"	"No consta (*)"	525932.00	428834.40
"diciembre 2008"	"Indefinido Tiempo Completo"	2787628.74	4674611.53
"diciembre 2008"	"Indefinido Tiempo Parcial"	873253.16	300573.63
"diciembre 2008"	"Fijos Discontinuos"	156781.37	57258.68
"diciembre 2008"	"Eventual Tiempo Completo"	1145268.53	1771898.11
"diciembre 2008"	"Eventual Tiempo Parcial"	785122.63	412426.47
"diciembre 2008"	"Formacion Tiempo Completo"	27920.26	38604.11
"diciembre 2008"	"Practicas Tiempo Completo"	40538.84	38702.05
"diciembre 2008"	"Practicas Tiempo Parcial"	6960.05	3022.79
"diciembre 2008"	"No consta (*)"	531611.84	428837.95
"enero 2009"	"Indefinido Tiempo Completo"	2777733.15	4636612.45
"enero 2009"	"Indefinido Tiempo Parcial"	875463.75	300743.70
"enero 2009"	"Fijos Discontinuos"	149379.60	53561.70
"enero 2009"	"Eventual Tiempo Completo"	1075799.95	1644464.35
"enero 2009"	"Eventual Tiempo Parcial"	737657.80	392909.10
"enero 2009"	"Formacion Tiempo Completo"	26247.35	37464.65
"enero 2009"	"Practicas Tiempo Completo"	39440.40	36970.75
"enero 2009"	"Practicas Tiempo Parcial"	6890.55	2946.55
"enero 2009"	"No consta (*)"	533834.55	427465.85
"febrero 2009"	"Indefinido Tiempo Completo"	2767223.00	4604858.10
"febrero 2009"	"Indefinido Tiempo Parcial"	878166.85	302316.70
"febrero 2009"	"Fijos Discontinuos"	153707.85	58019.30
"febrero 2009"	"Eventual Tiempo Completo"	1051621.05	1628635.40
"febrero 2009"	"Eventual Tiempo Parcial"	739382.60	399779.05
"febrero 2009"	"Formacion Tiempo Completo"	25896.55	36039.30
"febrero 2009"	"Practicas Tiempo Completo"	38847.00	36322.95
"febrero 2009"	"Practicas Tiempo Parcial"	6934.80	2913.40
"febrero 2009"	"No consta (*)"	540900.00	428938.45
"marzo 2009"	"Indefinido Tiempo Completo"	2757481.36	4571536.41
"marzo 2009"	"Indefinido Tiempo Parcial"	881170.55	304874.86
"marzo 2009"	"Fijos Discontinuos"	159555.27	63668.00
"marzo 2009"	"Eventual Tiempo Completo"	1034431.14	1603451.95
"marzo 2009"	"Eventual Tiempo Parcial"	742590.73	406061.82
"marzo 2009"	"Formacion Tiempo Completo"	25820.41	34902.27
"marzo 2009"	"Practicas Tiempo Completo"	38057.91	35346.64
"marzo 2009"	"Practicas Tiempo Parcial"	6834.77	2903.00
"marzo 2009"	"No consta (*)"	549823.14	430480.59
"abril 2009"	"Indefinido Tiempo Completo"	2750887.20	4544575.50
"abril 2009"	"Indefinido Tiempo Parcial"	884914.20	306833.60
"abril 2009"	"Fijos Discontinuos"	173126.75	74869.90
"abril 2009"	"Eventual Tiempo Completo"	1028160.95	1583112.00
"abril 2009"	"Eventual Tiempo Parcial"	743928.70	410251.60
"abril 2009"	"Formacion Tiempo Completo"	25372.90	34406.60
"abril 2009"	"Practicas Tiempo Completo"	36910.90	34186.55
"abril 2009"	"Practicas Tiempo Parcial"	6768.80	2859.25
"abril 2009"	"No consta (*)"	554682.45	430109.35
"mayo 2009"	"Indefinido Tiempo Completo"	2746016.45	4523565.80
"mayo 2009"	"Indefinido Tiempo Parcial"	887960.80	308949.75
"mayo 2009"	"Fijos Discontinuos"	187332.10	87583.45
"mayo 2009"	"Eventual Tiempo Completo"	1035118.15	1608177.25
"mayo 2009"	"Eventual Tiempo Parcial"	752980.00	418366.40
"mayo 2009"	"Formacion Tiempo Completo"	25417.15	34174.10
"mayo 2009"	"Practicas Tiempo Completo"	36804.65	33778.40
"mayo 2009"	"Practicas Tiempo Parcial"	6718.40	2776.00
"mayo 2009"	"No consta (*)"	561258.95	430738.10
"junio 2009"	"Indefinido Tiempo Completo"	2740135.05	4502942.36
"junio 2009"	"Indefinido Tiempo Parcial"	886830.82	309164.73
"junio 2009"	"Fijos Discontinuos"	170228.82	89567.27
"junio 2009"	"Eventual Tiempo Completo"	1066415.05	1653997.18
"junio 2009"	"Eventual Tiempo Parcial"	721435.32	413791.36
"junio 2009"	"Formacion Tiempo Completo"	25794.27	34505.18
"junio 2009"	"Practicas Tiempo Completo"	36907.91	33306.95
"junio 2009"	"Practicas Tiempo Parcial"	6573.86	2721.41
"junio 2009"	"No consta (*)"	568147.59	431171.86
"julio 2009"	"Indefinido Tiempo Completo"	2734163.78	4482588.17
"julio 2009"	"Indefinido Tiempo Parcial"	881032.52	307936.65
"julio 2009"	"Fijos Discontinuos"	114672.30	84158.87
"julio 2009"	"Eventual Tiempo Completo"	1157200.35	1736155.30
"julio 2009"	"Eventual Tiempo Parcial"	710288.04	425796.78
"julio 2009"	"Formacion Tiempo Completo"	26206.22	35860.26
"julio 2009"	"Practicas Tiempo Completo"	35990.00	32506.30
"julio 2009"	"Practicas Tiempo Parcial"	6390.13	2747.52
"julio 2009"	"No consta (*)"	570426.22	430289.00
"agosto 2009"	"Indefinido Tiempo Completo"	2724699.43	4458196.00
"agosto 2009"	"Indefinido Tiempo Parcial"	876779.29	307468.62
"agosto 2009"	"Fijos Discontinuos"	104911.48	80862.71
"agosto 2009"	"Eventual Tiempo Completo"	1161389.33	1704512.62
"agosto 2009"	"Eventual Tiempo Parcial"	683145.71	415678.76
"agosto 2009"	"Formacion Tiempo Completo"	26091.10	35661.90
"agosto 2009"	"Practicas Tiempo Completo"	34861.29	31594.86
"agosto 2009"	"Practicas Tiempo Parcial"	6190.62	2701.90
"agosto 2009"	"No consta (*)"	573638.24	430061.76
"septiembre 2009"	"Indefinido Tiempo Completo"	2726287.64	4446610.32
"septiembre 2009"	"Indefinido Tiempo Parcial"	882532.05	309355.32
"septiembre 2009"	"Fijos Discontinuos"	156741.14	84315.64
"septiembre 2009"	"Eventual Tiempo Completo"	1098414.18	1652016.50
"septiembre 2009"	"Eventual Tiempo Parcial"	682648.64	403573.00
"septiembre 2009"	"Formacion Tiempo Completo"	25790.32	34478.41
"septiembre 2009"	"Practicas Tiempo Completo"	34426.82	30915.23
"septiembre 2009"	"Practicas Tiempo Parcial"	6406.95	2719.50
"septiembre 2009"	"No consta (*)"	567738.23	427183.55
"octubre 2009"	"Indefinido Tiempo Completo"	2724364.90	4429779.52
"octubre 2009"	"Indefinido Tiempo Parcial"	889545.14	312798.48
"octubre 2009"	"Fijos Discontinuos"	190898.43	83270.90
"octubre 2009"	"Eventual Tiempo Completo"	1022354.05	1585005.29
"octubre 2009"	"Eventual Tiempo Parcial"	734885.67	425399.00
"octubre 2009"	"Formacion Tiempo Completo"	25452.14	33264.19
"octubre 2009"	"Practicas Tiempo Completo"	34015.29	30199.86
"octubre 2009"	"Practicas Tiempo Parcial"	6661.71	2832.14
"octubre 2009"	"No consta (*)"	580101.95	431088.76
"noviembre 2009"	"Indefinido Tiempo Completo"	2719542.05	4412738.67
"noviembre 2009"	"Indefinido Tiempo Parcial"	892478.52	315140.10
"noviembre 2009"	"Fijos Discontinuos"	172755.10	64995.62
"noviembre 2009"	"Eventual Tiempo Completo"	1009858.90	1560916.95
"noviembre 2009"	"Eventual Tiempo Parcial"	758885.19	440758.86
"noviembre 2009"	"Formacion Tiempo Completo"	25231.76	32535.90
"noviembre 2009"	"Practicas Tiempo Completo"	33561.24	29738.57
"noviembre 2009"	"Practicas Tiempo Parcial"	6767.38	2861.38
"noviembre 2009"	"No consta (*)"	587831.48	432821.86
"diciembre 2009"	"Indefinido Tiempo Completo"	2715767.00	4394450.26
"diciembre 2009"	"Indefinido Tiempo Parcial"	893123.47	316575.42
"diciembre 2009"	"Fijos Discontinuos"	166299.32	60851.74
"diciembre 2009"	"Eventual Tiempo Completo"	1013429.11	1499847.84
"diciembre 2009"	"Eventual Tiempo Parcial"	774810.00	447340.11
"diciembre 2009"	"Formacion Tiempo Completo"	25413.95	32001.37
"diciembre 2009"	"Practicas Tiempo Completo"	33172.74	29321.84
"diciembre 2009"	"Practicas Tiempo Parcial"	6746.26	2834.11
"diciembre 2009"	"No consta (*)"	591732.11	432933.42
"enero 2010"	"Indefinido Tiempo Completo"	2708841.11	4369943.89
"enero 2010"	"Indefinido Tiempo Parcial"	893109.53	316001.95
"enero 2010"	"Fijos Discontinuos"	159629.11	57616.95
"enero 2010"	"Eventual Tiempo Completo"	961820.53	1398088.00
"enero 2010"	"Eventual Tiempo Parcial"	737174.26	429648.05
"enero 2010"	"Formacion Tiempo Completo"	25130.63	31452.26
"enero 2010"	"Practicas Tiempo Completo"	32408.53	28475.11
"enero 2010"	"Practicas Tiempo Parcial"	6645.21	2783.42
"enero 2010"	"No consta (*)"	594895.95	432135.26
"febrero 2010"	"Indefinido Tiempo Completo"	2704730.30	4355912.85
"febrero 2010"	"Indefinido Tiempo Parcial"	894944.85	317467.10
"febrero 2010"	"Fijos Discontinuos"	164390.15	62114.70
"febrero 2010"	"Eventual Tiempo Completo"	955391.40	1422356.10
"febrero 2010"	"Eventual Tiempo Parcial"	745357.90	438503.55
"febrero 2010"	"Formacion Tiempo Completo"	24728.20	30968.65
"febrero 2010"	"Practicas Tiempo Completo"	32338.40	28330.65
"febrero 2010"	"Practicas Tiempo Parcial"	6687.50	2831.70
"febrero 2010"	"No consta (*)"	603101.40	432850.85
"marzo 2010"	"Indefinido Tiempo Completo"	2702464.78	4342713.43
"marzo 2010"	"Indefinido Tiempo Parcial"	899040.57	320088.26
"marzo 2010"	"Fijos Discontinuos"	172122.26	69426.61
"marzo 2010"	"Eventual Tiempo Completo"	955514.96	1423495.70
"marzo 2010"	"Eventual Tiempo Parcial"	754163.70	447615.43
"marzo 2010"	"Formacion Tiempo Completo"	24011.00	30458.87
"marzo 2010"	"Practicas Tiempo Completo"	31865.57	27942.87
"marzo 2010"	"Practicas Tiempo Parcial"	6729.96	2836.26
"marzo 2010"	"No consta (*)"	611741.52	433465.17
"abril 2010"	"Indefinido Tiempo Completo"	2701728.80	4333448.80
"abril 2010"	"Indefinido Tiempo Parcial"	902993.15	322664.70
"abril 2010"	"Fijos Discontinuos"	184910.85	80337.10
"abril 2010"	"Eventual Tiempo Completo"	958106.85	1446483.30
"abril 2010"	"Eventual Tiempo Parcial"	763750.05	454074.60
"abril 2010"	"Formacion Tiempo Completo"	23441.15	30056.05
"abril 2010"	"Practicas Tiempo Completo"	31452.55	27392.95
"abril 2010"	"Practicas Tiempo Parcial"	6674.80	2787.05
"abril 2010"	"No consta (*)"	615910.00	433503.80
"mayo 2010"	"Indefinido Tiempo Completo"	2699933.19	4328313.62
"mayo 2010"	"Indefinido Tiempo Parcial"	905718.71	324236.48
"mayo 2010"	"Fijos Discontinuos"	197529.14	91267.29
"mayo 2010"	"Eventual Tiempo Completo"	977327.19	1487023.43
"mayo 2010"	"Eventual Tiempo Parcial"	777029.43	463937.10
"mayo 2010"	"Formacion Tiempo Completo"	23085.76	30404.67
"mayo 2010"	"Practicas Tiempo Completo"	31465.38	27394.67
"mayo 2010"	"Practicas Tiempo Parcial"	6659.76	2798.05
"mayo 2010"	"No consta (*)"	621215.57	433982.19
"junio 2010"	"Indefinido Tiempo Completo"	2696519.73	4319047.00
"junio 2010"	"Indefinido Tiempo Parcial"	905313.36	324853.36
"junio 2010"	"Fijos Discontinuos"	176686.00	92724.18
"junio 2010"	"Eventual Tiempo Completo"	1014588.41	1539905.45
"junio 2010"	"Eventual Tiempo Parcial"	749264.77	460149.09
"junio 2010"	"Formacion Tiempo Completo"	22792.64	30118.05
"junio 2010"	"Practicas Tiempo Completo"	31908.55	27562.77
"junio 2010"	"Practicas Tiempo Parcial"	6572.18	2758.77
"junio 2010"	"No consta (*)"	624356.27	434224.64
"julio 2010"	"Indefinido Tiempo Completo"	2693567.64	4310307.36
"julio 2010"	"Indefinido Tiempo Parcial"	899368.86	323707.27
"julio 2010"	"Fijos Discontinuos"	115511.36	85964.55
"julio 2010"	"Eventual Tiempo Completo"	1106949.68	1624419.41
"julio 2010"	"Eventual Tiempo Parcial"	743098.91	473876.09
"julio 2010"	"Formacion Tiempo Completo"	22873.14	29818.23
"julio 2010"	"Practicas Tiempo Completo"	31918.18	27799.64
"julio 2010"	"Practicas Tiempo Parcial"	6431.18	2795.36
"julio 2010"	"No consta (*)"	622458.41	432530.50
"agosto 2010"	"Indefinido Tiempo Completo"	2685270.95	4293748.14
"agosto 2010"	"Indefinido Tiempo Parcial"	895494.91	323061.23
"agosto 2010"	"Fijos Discontinuos"	105587.86	81866.41
"agosto 2010"	"Eventual Tiempo Completo"	1111916.41	1596016.32
"agosto 2010"	"Eventual Tiempo Parcial"	715633.95	463457.41
"agosto 2010"	"Formacion Tiempo Completo"	23063.27	29850.27
"agosto 2010"	"Practicas Tiempo Completo"	31563.50	27610.86
"agosto 2010"	"Practicas Tiempo Parcial"	6187.45	2778.23
"agosto 2010"	"No consta (*)"	623519.05	431818.09
"septiembre 2010"	"Indefinido Tiempo Completo"	2687169.32	4286605.45
"septiembre 2010"	"Indefinido Tiempo Parcial"	902245.14	325216.73
"septiembre 2010"	"Fijos Discontinuos"	168155.32	87447.23
"septiembre 2010"	"Eventual Tiempo Completo"	1057554.59	1545434.68
"septiembre 2010"	"Eventual Tiempo Parcial"	711901.50	446746.95
"septiembre 2010"	"Formacion Tiempo Completo"	22728.00	28659.68
"septiembre 2010"	"Practicas Tiempo Completo"	32139.18	27963.64
"septiembre 2010"	"Practicas Tiempo Parcial"	6413.55	2856.45
"septiembre 2010"	"No consta (*)"	617551.55	427155.18
"octubre 2010"	"Indefinido Tiempo Completo"	2685882.95	4276039.35
"octubre 2010"	"Indefinido Tiempo Parcial"	908798.95	328720.50
"octubre 2010"	"Fijos Discontinuos"	201619.70	88198.40
"octubre 2010"	"Eventual Tiempo Completo"	982887.30	1482828.90
"octubre 2010"	"Eventual Tiempo Parcial"	752790.20	461456.70
"octubre 2010"	"Formacion Tiempo Completo"	22880.05	27806.00
"octubre 2010"	"Practicas Tiempo Completo"	32618.50	28179.00
"octubre 2010"	"Practicas Tiempo Parcial"	6768.60	3004.55
"octubre 2010"	"No consta (*)"	633055.95	432001.80
"noviembre 2010"	"Indefinido Tiempo Completo"	2683416.95	4264712.52
"noviembre 2010"	"Indefinido Tiempo Parcial"	912385.48	331668.48
"noviembre 2010"	"Fijos Discontinuos"	183190.62	69808.57
"noviembre 2010"	"Eventual Tiempo Completo"	966055.14	1463589.52
"noviembre 2010"	"Eventual Tiempo Parcial"	774090.38	473771.19
"noviembre 2010"	"Formacion Tiempo Completo"	24618.10	28514.52
"noviembre 2010"	"Practicas Tiempo Completo"	32842.29	28321.29
"noviembre 2010"	"Practicas Tiempo Parcial"	6971.76	3103.81
"noviembre 2010"	"No consta (*)"	640001.00	433909.00
"diciembre 2010"	"Indefinido Tiempo Completo"	2684459.05	4254426.21
"diciembre 2010"	"Indefinido Tiempo Parcial"	914520.53	333674.79
"diciembre 2010"	"Fijos Discontinuos"	175896.32	65675.37
"diciembre 2010"	"Eventual Tiempo Completo"	968186.32	1403711.00
"diciembre 2010"	"Eventual Tiempo Parcial"	790552.26	481124.89
"diciembre 2010"	"Formacion Tiempo Completo"	24400.11	27876.68
"diciembre 2010"	"Practicas Tiempo Completo"	32796.11	28153.05
"diciembre 2010"	"Practicas Tiempo Parcial"	6990.16	3117.47
"diciembre 2010"	"No consta (*)"	643471.32	434203.05
"enero 2011"	"Indefinido Tiempo Completo"	2681007.80	4242294.10
"enero 2011"	"Indefinido Tiempo Parcial"	916258.45	333439.40
"enero 2011"	"Fijos Discontinuos"	169634.65	60318.45
"enero 2011"	"Eventual Tiempo Completo"	921487.30	1330420.20
"enero 2011"	"Eventual Tiempo Parcial"	745214.85	455994.15
"enero 2011"	"Formacion Tiempo Completo"	23828.15	26642.30
"enero 2011"	"Practicas Tiempo Completo"	32357.10	27688.40
"enero 2011"	"Practicas Tiempo Parcial"	6989.50	3092.95
"enero 2011"	"No consta (*)"	644553.15	433261.05
"febrero 2011"	"Indefinido Tiempo Completo"	2674703.40	4227778.95
"febrero 2011"	"Indefinido Tiempo Parcial"	917156.10	334199.80
"febrero 2011"	"Fijos Discontinuos"	174656.15	64576.60
"febrero 2011"	"Eventual Tiempo Completo"	912287.15	1353309.85
"febrero 2011"	"Eventual Tiempo Parcial"	748565.65	459660.35
"febrero 2011"	"Formacion Tiempo Completo"	23882.85	26308.15
"febrero 2011"	"Practicas Tiempo Completo"	32459.00	27837.50
"febrero 2011"	"Practicas Tiempo Parcial"	7053.40	3144.40
"febrero 2011"	"No consta (*)"	649428.50	433715.80
"marzo 2011"	"Indefinido Tiempo Completo"	2672131.74	4217895.57
"marzo 2011"	"Indefinido Tiempo Parcial"	920651.30	336847.61
"marzo 2011"	"Fijos Discontinuos"	180804.00	70939.65
"marzo 2011"	"Eventual Tiempo Completo"	915040.96	1364091.39
"marzo 2011"	"Eventual Tiempo Parcial"	762519.52	473737.35
"marzo 2011"	"Formacion Tiempo Completo"	23905.57	26498.48
"marzo 2011"	"Practicas Tiempo Completo"	32461.43	27867.83
"marzo 2011"	"Practicas Tiempo Parcial"	7148.78	3201.13
"marzo 2011"	"No consta (*)"	653484.52	434973.48
"abril 2011"	"Indefinido Tiempo Completo"	2668872.26	4207204.42
"abril 2011"	"Indefinido Tiempo Parcial"	923291.63	339182.37
"abril 2011"	"Fijos Discontinuos"	196271.84	82248.63
"abril 2011"	"Eventual Tiempo Completo"	921179.47	1366022.53
"abril 2011"	"Eventual Tiempo Parcial"	779823.84	488029.79
"abril 2011"	"Formacion Tiempo Completo"	25429.11	29087.95
"abril 2011"	"Practicas Tiempo Completo"	32363.37	27887.32
"abril 2011"	"Practicas Tiempo Parcial"	7232.68	3271.68
"abril 2011"	"No consta (*)"	658776.47	436261.32
"mayo 2011"	"Indefinido Tiempo Completo"	2665773.68	4198501.41
"mayo 2011"	"Indefinido Tiempo Parcial"	925287.68	340675.14
"mayo 2011"	"Fijos Discontinuos"	211971.77	94989.32
"mayo 2011"	"Eventual Tiempo Completo"	932791.14	1386743.59
"mayo 2011"	"Eventual Tiempo Parcial"	795075.14	502367.00
"mayo 2011"	"Formacion Tiempo Completo"	26305.59	31203.82
"mayo 2011"	"Practicas Tiempo Completo"	32808.82	27967.68
"mayo 2011"	"Practicas Tiempo Parcial"	7254.82	3291.41
"mayo 2011"	"No consta (*)"	664463.50	437078.73
"junio 2011"	"Indefinido Tiempo Completo"	2660951.18	4186509.95
"junio 2011"	"Indefinido Tiempo Parcial"	923599.55	340890.55
"junio 2011"	"Fijos Discontinuos"	186958.32	95754.14
"junio 2011"	"Eventual Tiempo Completo"	962466.50	1421183.27
"junio 2011"	"Eventual Tiempo Parcial"	772989.59	499949.14
"junio 2011"	"Formacion Tiempo Completo"	26890.18	32069.64
"junio 2011"	"Practicas Tiempo Completo"	33187.86	28542.50
"junio 2011"	"Practicas Tiempo Parcial"	7167.18	3277.05
"junio 2011"	"No consta (*)"	668565.00	435922.14
"julio 2011"	"Indefinido Tiempo Completo"	2657658.38	4175889.33
"julio 2011"	"Indefinido Tiempo Parcial"	916168.57	338859.48
"julio 2011"	"Fijos Discontinuos"	118342.29	87364.86
"julio 2011"	"Eventual Tiempo Completo"	1052204.43	1493565.19
"julio 2011"	"Eventual Tiempo Parcial"	775929.14	516639.67
"julio 2011"	"Formacion Tiempo Completo"	27211.67	33330.81
"julio 2011"	"Practicas Tiempo Completo"	33402.86	29431.57
"julio 2011"	"Practicas Tiempo Parcial"	7001.19	3312.71
"julio 2011"	"No consta (*)"	667304.95	435788.10
"agosto 2011"	"Indefinido Tiempo Completo"	2648837.45	4157609.23
"agosto 2011"	"Indefinido Tiempo Parcial"	911916.23	337771.50
"agosto 2011"	"Fijos Discontinuos"	107567.09	83005.59
"agosto 2011"	"Eventual Tiempo Completo"	1053461.05	1463965.82
"agosto 2011"	"Eventual Tiempo Parcial"	748855.86	504902.09
"agosto 2011"	"Formacion Tiempo Completo"	27028.41	33165.68
"agosto 2011"	"Practicas Tiempo Completo"	33272.05	29559.41
"agosto 2011"	"Practicas Tiempo Parcial"	6766.86	3252.73
"agosto 2011"	"No consta (*)"	666835.91	435547.23
"septiembre 2011"	"Indefinido Tiempo Completo"	2647586.23	4145116.50
"septiembre 2011"	"Indefinido Tiempo Parcial"	916681.23	339859.14
"septiembre 2011"	"Fijos Discontinuos"	173364.09	89142.36
"septiembre 2011"	"Eventual Tiempo Completo"	993182.64	1400823.77
"septiembre 2011"	"Eventual Tiempo Parcial"	740096.82	484084.27
"septiembre 2011"	"Formacion Tiempo Completo"	26301.73	31463.50
"septiembre 2011"	"Practicas Tiempo Completo"	33842.27	30032.18
"septiembre 2011"	"Practicas Tiempo Parcial"	7129.45	3310.00
"septiembre 2011"	"No consta (*)"	666991.27	433806.18
"octubre 2011"	"Indefinido Tiempo Completo"	2642822.15	4124927.60
"octubre 2011"	"Indefinido Tiempo Parcial"	920735.40	342832.25
"octubre 2011"	"Fijos Discontinuos"	209460.00	89346.15
"octubre 2011"	"Eventual Tiempo Completo"	913123.50	1322739.25
"octubre 2011"	"Eventual Tiempo Parcial"	776505.65	493663.65
"octubre 2011"	"Formacion Tiempo Completo"	25843.40	29576.30
"octubre 2011"	"Practicas Tiempo Completo"	34136.85	30495.35
"octubre 2011"	"Practicas Tiempo Parcial"	7485.70	3542.60
"octubre 2011"	"No consta (*)"	681174.30	439589.60
"noviembre 2011"	"Indefinido Tiempo Completo"	2635599.76	4104773.67
"noviembre 2011"	"Indefinido Tiempo Parcial"	921251.05	344292.14
"noviembre 2011"	"Fijos Discontinuos"	188679.24	69563.24
"noviembre 2011"	"Eventual Tiempo Completo"	888655.33	1278803.19
"noviembre 2011"	"Eventual Tiempo Parcial"	786526.62	495609.19
"noviembre 2011"	"Formacion Tiempo Completo"	24264.86	27421.57
"noviembre 2011"	"Practicas Tiempo Completo"	34143.95	30632.86
"noviembre 2011"	"Practicas Tiempo Parcial"	7514.29	3619.90
"noviembre 2011"	"No consta (*)"	692224.67	445595.38
"diciembre 2011"	"Indefinido Tiempo Completo"	2628667.85	4082306.45
"diciembre 2011"	"Indefinido Tiempo Parcial"	919630.25	345274.90
"diciembre 2011"	"Fijos Discontinuos"	179534.40	64403.50
"diciembre 2011"	"Eventual Tiempo Completo"	890174.70	1225683.20
"diciembre 2011"	"Eventual Tiempo Parcial"	799875.50	496871.05
"diciembre 2011"	"Formacion Tiempo Completo"	22465.35	25696.95
"diciembre 2011"	"Practicas Tiempo Completo"	33751.55	30281.35
"diciembre 2011"	"Practicas Tiempo Parcial"	7498.90	3621.75
"diciembre 2011"	"No consta (*)"	711419.00	462620.35
"enero 2012"	"Indefinido Tiempo Completo"	2616553.33	4052700.24
"enero 2012"	"Indefinido Tiempo Parcial"	917019.00	343944.90
"enero 2012"	"Fijos Discontinuos"	174273.67	62200.10
"enero 2012"	"Eventual Tiempo Completo"	845031.76	1162050.14
"enero 2012"	"Eventual Tiempo Parcial"	759903.10	477544.33
"enero 2012"	"Formacion Tiempo Completo"	20560.76	23826.19
"enero 2012"	"Practicas Tiempo Completo"	32662.95	29483.62
"enero 2012"	"Practicas Tiempo Parcial"	7507.00	3596.43
"enero 2012"	"No consta (*)"	707549.33	459107.19
"febrero 2012"	"Indefinido Tiempo Completo"	2604464.29	4026365.48
"febrero 2012"	"Indefinido Tiempo Parcial"	916019.10	345119.19
"febrero 2012"	"Fijos Discontinuos"	178931.76	66074.10
"febrero 2012"	"Eventual Tiempo Completo"	826915.10	1156448.90
"febrero 2012"	"Eventual Tiempo Parcial"	762945.86	483077.90
"febrero 2012"	"Formacion Tiempo Completo"	19780.90	23161.67
"febrero 2012"	"Practicas Tiempo Completo"	32473.67	29340.38
"febrero 2012"	"Practicas Tiempo Parcial"	7615.38	3619.00
"febrero 2012"	"No consta (*)"	709508.71	458734.05
"marzo 2012"	"Indefinido Tiempo Completo"	2597228.09	4006615.14
"marzo 2012"	"Indefinido Tiempo Parcial"	917203.27	347099.23
"marzo 2012"	"Fijos Discontinuos"	186146.64	73411.59
"marzo 2012"	"Eventual Tiempo Completo"	822406.32	1154376.09
"marzo 2012"	"Eventual Tiempo Parcial"	772951.64	492932.36
"marzo 2012"	"Formacion Tiempo Completo"	20217.86	24076.91
"marzo 2012"	"Practicas Tiempo Completo"	32359.95	29280.59
"marzo 2012"	"Practicas Tiempo Parcial"	7721.91	3648.45
"marzo 2012"	"No consta (*)"	709625.91	457219.00
"abril 2012"	"Indefinido Tiempo Completo"	2592757.32	3991267.89
"abril 2012"	"Indefinido Tiempo Parcial"	918899.95	349366.42
"abril 2012"	"Fijos Discontinuos"	200407.89	85090.42
"abril 2012"	"Eventual Tiempo Completo"	815142.32	1144750.00
"abril 2012"	"Eventual Tiempo Parcial"	782642.63	500969.84
"abril 2012"	"Formacion Tiempo Completo"	21295.95	25009.00
"abril 2012"	"Practicas Tiempo Completo"	32086.11	29072.84
"abril 2012"	"Practicas Tiempo Parcial"	7666.11	3580.42
"abril 2012"	"No consta (*)"	707870.11	456012.74
"mayo 2012"	"Indefinido Tiempo Completo"	2588050.82	3975918.86
"mayo 2012"	"Indefinido Tiempo Parcial"	920110.18	350963.77
"mayo 2012"	"Fijos Discontinuos"	212709.50	96771.45
"mayo 2012"	"Eventual Tiempo Completo"	818734.82	1159091.41
"mayo 2012"	"Eventual Tiempo Parcial"	795193.36	511465.32
"mayo 2012"	"Formacion Tiempo Completo"	21953.27	26172.91
"mayo 2012"	"Practicas Tiempo Completo"	32597.77	29182.73
"mayo 2012"	"Practicas Tiempo Parcial"	7653.27	3575.00
"mayo 2012"	"No consta (*)"	707789.82	454654.68
"junio 2012"	"Indefinido Tiempo Completo"	2580773.81	3958347.00
"junio 2012"	"Indefinido Tiempo Parcial"	918423.86	351604.67
"junio 2012"	"Fijos Discontinuos"	187287.38	97997.33
"junio 2012"	"Eventual Tiempo Completo"	848937.38	1194999.86
"junio 2012"	"Eventual Tiempo Parcial"	781855.67	517394.33
"junio 2012"	"Formacion Tiempo Completo"	22991.76	27300.57
"junio 2012"	"Practicas Tiempo Completo"	32280.19	29224.57
"junio 2012"	"Practicas Tiempo Parcial"	7651.62	3545.86
"junio 2012"	"No consta (*)"	710341.71	455314.57
"julio 2012"	"Indefinido Tiempo Completo"	2573128.55	3938655.05
"julio 2012"	"Indefinido Tiempo Parcial"	912055.95	349637.55
"julio 2012"	"Fijos Discontinuos"	114457.36	89343.73
"julio 2012"	"Eventual Tiempo Completo"	910919.82	1247355.18
"julio 2012"	"Eventual Tiempo Parcial"	781546.32	532282.09
"julio 2012"	"Formacion Tiempo Completo"	24062.68	28708.64
"julio 2012"	"Practicas Tiempo Completo"	31627.18	29221.73
"julio 2012"	"Practicas Tiempo Parcial"	7465.32	3593.95
"julio 2012"	"No consta (*)"	700847.09	451790.59
